distinct_routes_count = data['Route'].nunique(),Departing Port,Arriving Port,Airline,Year,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed
Cairns-Sydney,Cairns,Sydney,Jetstar,2015,9,979,990,206,195
Cairns-Sydney,Cairns,Sydney,Qantas,2015,0,770,777,115,108
Cairns-Sydney,Cairns,Sydney,Tigerair,2015,0,315,326,77,66
Cairns-Sydney,Cairns,Sydney,Virgin Australia,2015,6,971,988,99,82
Cairns-Townsville,Cairns,Townsville,QantasLink,2015,15,512,505,40,47
Cairns-Townsville,Cairns,Townsville,Regional Express,2015,1,233,235,15,13
Canberra-Adelaide,Canberra,Adelaide,Qantas,2015,2,490,503,45,32
Canberra-Adelaide,Canberra,Adelaide,QantasLink,2015,0,37,39,12,10
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,2015,1,289,291,24,22
Canberra-Brisbane,Canberra,Brisbane,Qantas,2015,0,290,293,23,20
Canberra-Brisbane,Canberra,Brisbane,QantasLink,2015,25,1238,1224,270,284
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,2015,7,1005,984,108,129
Canberra-Melbourne,Canberra,Melbourne,Qantas,2015,5,1997,1989,166,174
Canberra-Melbourne,Canberra,Melbourne,QantasLink,2015,44,828,809,129,148
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,2015,17,1641,1628,159,172
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia Regional Airlines,2015,12,306,273,31,64
Canberra-Sydney,Canberra,Sydney,QantasLink,2015,370,4779,4779,727,727
Canberra-Sydney,Canberra,Sydney,Virgin Australia,2015,10,234,235,31,30
Canberra-Sydney,Canberra,Sydney,Virgin Australia Regional Airlines,2015,110,2732,2716,306,322
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,2015,24,1458,1440,328,346
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Tigerair,2015,2,132,129,21,24
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,2015,15,644,651,62,55
Darwin-Alice Springs,Darwin,Alice Springs,QantasLink,2015,0,374,372,23,25
Darwin-Alice Springs,Darwin,Alice Springs,Virgin Australia,2015,0,89,87,4,6
Darwin-Brisbane,Darwin,Brisbane,Jetstar,2015,4,228,253,72,47
Darwin-Brisbane,Darwin,Brisbane,Qantas,2015,1,456,483,93,66
Darwin-Brisbane,Darwin,Brisbane,Tigerair,2015,5,214,223,37,28
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,2015,0,310,276,56,90
Darwin-Melbourne,Darwin,Melbourne,Jetstar,2015,5,211,225,103,89
Darwin-Melbourne,Darwin,Melbourne,Qantas,2015,0,307,310,35,32
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,2015,0,312,300,63,75
Darwin-Perth,Darwin,Perth,Qantas,2015,1,433,431,25,27
Darwin-Perth,Darwin,Perth,Virgin Australia,2015,0,321,312,43,52
Darwin-Sydney,Darwin,Sydney,Jetstar,2015,1,175,186,130,119
Darwin-Sydney,Darwin,Sydney,Qantas,2015,2,490,486,77,81
Darwin-Sydney,Darwin,Sydney,Virgin Australia,2015,0,281,276,86,91
Dubbo-Sydney,Dubbo,Sydney,QantasLink,2015,14,1143,1144,320,319
Dubbo-Sydney,Dubbo,Sydney,Regional Express,2015,4,1509,1427,168,250
Emerald-Brisbane,Emerald,Brisbane,QantasLink,2015,49,1386,1390,246,242
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia Regional Airlines,2015,17,786,785,134,135
Geraldton-Perth,Geraldton,Perth,QantasLink,2015,2,546,553,53,46
Geraldton-Perth,Geraldton,Perth,Virgin Australia Regional Airlines,2015,4,928,928,113,113
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,2015,93,2117,2126,271,262
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,2015,6,221,223,29,27
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia Regional Airlines,2015,48,1233,1204,229,258
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,2015,1,380,378,47,49
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,2015,2,335,333,29,31
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,2015,54,2026,2143,494,377
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,2015,0,60,58,8,10
Gold Coast-Melbourne,Gold Coast,Melbourne,Tigerair,2015,12,701,735,256,222
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,2015,20,1944,1981,249,212
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,2015,106,2915,3001,762,676
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,2015,2,997,1006,99,90
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,2015,0,17,18,4,3
Gold Coast-Sydney,Gold Coast,Sydney,Tigerair,2015,15,1058,1051,201,208
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,2015,51,2631,2630,353,354
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,2015,2,183,223,59,19
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,2015,4,318,320,43,41
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Jetstar,2015,1,87,90,9,6
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Qantas,2015,0,33,37,10,6
Hamilton Island-Melbourne,Hamilton Island,Melbourne,Virgin Australia,2015,0,160,166,27,21
Hamilton Island-Sydney,Hamilton Island,Sydney,Jetstar,2015,4,215,235,93,73
Hamilton Island-Sydney,Hamilton Island,Sydney,Qantas,2015,3,92,99,38,31
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,2015,5,310,326,55,39
Hobart-Brisbane,Hobart,Brisbane,Jetstar,2015,0,270,267,83,86
Hobart-Brisbane,Hobart,Brisbane,Qantas,2015,0,1,1,0,0
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,2015,1,286,295,78,69
Hobart-Melbourne,Hobart,Melbourne,Jetstar,2015,21,1527,1582,680,625
Hobart-Melbourne,Hobart,Melbourne,Qantas,2015,0,24,26,8,6
Hobart-Melbourne,Hobart,Melbourne,QantasLink,2015,15,1101,1078,311,334
Hobart-Melbourne,Hobart,Melbourne,Tigerair,2015,0,280,271,92,101
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,2015,9,1522,1484,187,225
Hobart-Sydney,Hobart,Sydney,Jetstar,2015,6,672,669,225,228
Hobart-Sydney,Hobart,Sydney,Qantas,2015,0,6,11,9,4
Hobart-Sydney,Hobart,Sydney,QantasLink,2015,5,299,282,71,88
Hobart-Sydney,Hobart,Sydney,Virgin Australia,2015,0,642,640,93,95
Kalgoorlie-Perth,Kalgoorlie,Perth,Qantas,2015,1,190,193,22,19
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,2015,7,704,710,57,51
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,2015,3,381,380,21,22
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,2015,0,231,231,41,41
Karratha-Perth,Karratha,Perth,Qantas,2015,41,1019,1020,54,53
Karratha-Perth,Karratha,Perth,QantasLink,2015,36,1315,1294,81,102
Karratha-Perth,Karratha,Perth,Virgin Australia,2015,27,646,646,49,49
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,2015,6,256,242,48,62
Launceston-Melbourne,Launceston,Melbourne,Jetstar,2015,29,1214,1235,384,363
Launceston-Melbourne,Launceston,Melbourne,QantasLink,2015,59,1163,1122,200,241
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,2015,3,986,938,122,170
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia Regional Airlines,2015,1,34,35,18,17
Launceston-Sydney,Launceston,Sydney,Jetstar,2015,8,509,506,131,134
Launceston-Sydney,Launceston,Sydney,Virgin Australia,2015,0,319,315,48,52
Mackay-Brisbane,Mackay,Brisbane,Jetstar,2015,9,462,499,190,153
Mackay-Brisbane,Mackay,Brisbane,QantasLink,2015,37,1135,1153,110,92
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,2015,22,1674,1686,148,136
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,2015,47,950,941,322,331
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,2015,5,3104,3136,331,299
Melbourne-Adelaide,Melbourne,Adelaide,Tigerair,2015,6,788,774,77,91
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,2015,43,3064,3034,276,306
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,2015,45,1016,1079,453,390
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,2015,36,4520,4365,566,721
Melbourne-Brisbane,Melbourne,Brisbane,Tigerair,2015,16,1136,1135,276,277
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,2015,121,4251,4017,359,593
Melbourne-Cairns,Melbourne,Cairns,Jetstar,2015,8,833,885,318,266
Melbourne-Cairns,Melbourne,Cairns,Qantas,2015,0,356,383,66,39
Melbourne-Cairns,Melbourne,Cairns,Tigerair,2015,0,360,349,41,52
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,2015,0,362,351,31,42
Melbourne-Canberra,Melbourne,Canberra,Qantas,2015,6,1963,1943,199,219
Melbourne-Canberra,Melbourne,Canberra,QantasLink,2015,53,796,777,153,172
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,2015,14,1662,1643,140,159
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia Regional Airlines,2015,13,269,252,69,86
Melbourne-Darwin,Melbourne,Darwin,Jetstar,2015,0,234,256,84,62
Melbourne-Darwin,Melbourne,Darwin,Qantas,2015,0,319,319,23,23
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,2015,0,340,331,37,46
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,2015,51,1916,1936,609,589
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,2015,0,59,59,9,9
Melbourne-Gold Coast,Melbourne,Gold Coast,Tigerair,2015,7,860,786,99,173
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,2015,15,1996,1976,202,222
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Jetstar,2015,1,89,92,7,4
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Qantas,2015,0,41,42,2,1
Melbourne-Hamilton Island,Melbourne,Hamilton Island,Virgin Australia,2015,0,169,165,18,22
